213,1,0.419
213,2,0.394
213,3,0.316
213,4,0.322
213,5,0.327
213,6,0.419
213,7,0.378
213,8,0.41
213,9,0.377
213,10,0.393
213,11,0.316
213,12,0.302
213,13,0.343
213,14,0.302
213,15,0.355
213,16,0.385
213,17,0.396
213,18,0.374
213,19,0.3
213,20,0.344
213,21,0.627
213,22,0.411
213,23,0.283
213,24,0.468
213,25,2.907
213,26,1.772
213,27,0.32
213,28,0.296
213,29,0.391
213,30,0.296
213,31,0.368
213,32,0.75
213,33,0.46
213,34,0.336
213,35,0.374
213,36,0.403
213,37,0.313
213,38,0.332
213,39,0.291
213,40,0.306
213,41,0.345
213,42,1.0
213,43,1.0
213,44,0.726
213,45,0.642
213,46,0.55
213,47,0.582
213,48,0.569
214,1,0.563
214,2,0.583
214,3,0.529
214,4,0.516
214,5,0.552
214,6,0.658
214,7,0.394
214,8,0.326
214,9,0.314
214,10,0.299
214,11,0.41
214,12,0.357
214,13,0.326
214,14,0.296
214,15,0.32
214,16,0.4
214,17,0.351
214,18,1.433
214,19,0.302
214,20,0.476
214,21,0.529
214,22,2.017
214,23,1.033
214,24,0.665
214,25,0.563
214,26,0.329
214,27,0.415
214,28,0.786
214,29,0.515
214,30,0.344
214,31,0.353
214,32,0.452
214,33,2.818
214,34,0.639
214,35,0.338
214,36,0.359
214,37,0.382
214,38,0.374
214,39,0.278
214,40,0.262
214,41,0.312
214,42,1.105
214,43,1.685
214,44,2.161
214,45,2.064
214,46,1.418
214,47,1.492
214,48,1.646
215,1,1.336
215,2,0.412
215,3,0.236
215,4,0.31
215,5,0.339
215,6,0.278
215,7,0.267
215,8,0.244
215,9,0.298
215,10,0.341
215,11,0.339
215,12,0.257
215,13,0.259
215,14,0.265
215,15,0.309
215,16,0.365
215,17,0.256
215,18,0.274
215,19,0.247
215,20,0.289
215,21,0.35
215,22,0.294
215,23,1.172
215,24,0.761
215,25,0.715
215,26,1.049
215,27,0.521
215,28,0.373
215,29,0.351
215,30,0.411
215,31,0.753
215,32,3.54
215,33,1.437
215,34,0.776
215,35,0.428
215,36,0.346
215,37,3.255
215,38,1.45
215,39,0.615
215,40,0.238
215,41,0.218
215,42,0.263
215,43,0.293
215,44,0.27
215,45,0.196
215,46,0.242
215,47,0.22
215,48,0.325
216,1,0.28
216,2,0.217
216,3,0.228
216,4,0.209
216,5,0.334
216,6,0.292
216,7,0.241
216,8,0.205
216,9,0.214
216,10,0.285
216,11,0.287
216,12,0.264
216,13,0.196
216,14,0.231
216,15,0.228
216,16,0.31
216,17,0.268
216,18,0.202
216,19,0.271
216,20,0.214
216,21,0.316
216,22,0.25
216,23,0.209
216,24,0.199
216,25,0.192
216,26,0.297
216,27,0.269
216,28,0.252
216,29,0.183
216,30,0.209
216,31,0.24
216,32,0.283
216,33,0.58
216,34,1.171
216,35,2.431
216,36,1.518
216,37,0.234
216,38,0.451
216,39,1.589
216,40,0.313
216,41,0.265
216,42,0.296
216,43,0.27
216,44,0.276
216,45,0.252
216,46,0.18
216,47,0.22
216,48,0.236
217,1,0.304
217,2,0.303
217,3,0.31
217,4,0.259
217,5,0.287
217,6,0.311
217,7,0.204
217,8,0.217
217,9,0.19
217,10,0.264
217,11,0.293
217,12,0.211
217,13,0.222
217,14,0.182
217,15,0.256
217,16,0.274
217,17,0.243
217,18,0.198
217,19,0.183
217,20,1.209
217,21,3.864
217,22,0.838
217,23,0.246
217,24,0.203
217,25,0.199
217,26,0.185
217,27,0.308
217,28,0.29
217,29,0.277
217,30,0.184
217,31,0.21
217,32,0.214
217,33,0.287
217,34,0.302
217,35,0.268
217,36,0.245
217,37,0.184
217,38,1.408
217,39,0.395
217,40,0.341
217,41,0.456
217,42,0.396
217,43,0.459
217,44,0.429
217,45,0.638
217,46,0.648
217,47,0.661
217,48,0.604
218,1,0.523
218,2,0.687
218,3,0.819
218,4,0.79
218,5,0.763
218,6,0.621
218,7,0.355
218,8,0.383
218,9,0.449
218,10,0.375
218,11,0.364
218,12,0.326
218,13,0.379
218,14,0.43
218,15,0.399
218,16,0.34
218,17,0.281
218,18,0.328
218,19,0.376
218,20,0.633
218,21,0.743
218,22,0.486
218,23,0.359
218,24,0.307
218,25,0.298
218,26,0.223
218,27,0.259
218,28,0.289
218,29,0.328
218,30,0.296
218,31,0.23
218,32,0.26
218,33,0.265
218,34,0.355
218,35,0.31
218,36,0.287
218,37,0.244
218,38,0.232
218,39,0.316
218,40,2.454
218,41,5.485
218,42,2.006
218,43,0.918
218,44,0.725
218,45,0.887
218,46,0.811
218,47,0.75
218,48,1.716
219,1,1.21
219,2,0.921
219,3,0.527
219,4,0.58
219,5,0.487
219,6,0.387
219,7,0.428
219,8,0.34
219,9,0.43
219,10,0.36
219,11,0.376
219,12,0.413
219,13,0.362
219,14,0.358
219,15,1.258
219,16,0.358
219,17,0.329
219,18,0.342
219,19,0.336
219,20,0.559
219,21,0.261
219,22,2.009
219,23,2.136
219,24,3.776
219,25,0.576
219,26,0.273
219,27,0.255
219,28,0.262
219,29,0.363
219,30,2.459
219,31,0.259
219,32,0.277
219,33,0.206
219,34,0.294
219,35,0.238
219,36,0.241
219,37,0.266
219,38,0.254
219,39,0.225
219,40,0.283
219,41,0.251
219,42,0.205
219,43,0.319
219,44,0.207
219,45,0.238
219,46,0.292
219,47,0.229
219,48,0.226
220,1,0.293
220,2,0.238
220,3,0.344
220,4,0.507
220,5,0.207
220,6,0.235
220,7,0.3
220,8,0.224
220,9,0.229
220,10,0.294
220,11,0.244
220,12,0.208
220,13,0.332
220,14,0.207
220,15,0.233
220,16,0.297
220,17,0.214
220,18,0.229
220,19,0.278
220,20,2.501
220,21,1.463
220,22,0.52
220,23,0.332
220,24,0.226
220,25,0.302
220,26,0.212
220,27,0.242
220,28,0.293
220,29,0.25
220,30,0.214
220,31,0.319
220,32,0.221
220,33,0.235
220,34,0.318
220,35,0.204
220,36,0.281
220,37,0.28
220,38,0.296
220,39,0.405
220,40,0.302
220,41,0.385
220,42,0.507
220,43,0.411
220,44,3.483
220,45,1.534
220,46,0.619
220,47,1.608
220,48,0.75
221,1,0.338
221,2,0.322
221,3,0.363
221,4,0.325
221,5,0.306
221,6,0.38
221,7,0.312
221,8,0.321
221,9,0.38
221,10,0.285
221,11,0.381
221,12,0.322
221,13,0.313
221,14,0.38
221,15,0.309
221,16,0.319
221,17,0.374
221,18,0.322
221,19,0.283
221,20,0.399
221,21,0.289
221,22,0.321
221,23,0.372
221,24,0.29
221,25,0.341
221,26,0.343
221,27,0.326
221,28,0.323
221,29,0.365
221,30,0.294
221,31,0.356
221,32,0.338
221,33,0.249
221,34,0.357
221,35,0.264
221,36,0.287
221,37,0.328
221,38,0.277
221,39,0.254
221,40,0.622
221,41,1.191
221,42,0.281
221,43,0.349
221,44,0.228
221,45,0.291
221,46,0.29
221,47,0.739
221,48,1.742
222,1,0.401
222,2,0.257
222,3,0.282
222,4,0.303
222,5,0.23
222,6,0.319
222,7,0.265
222,8,0.249
222,9,0.318
222,10,0.256
222,11,0.267
222,12,0.302
222,13,0.287
222,14,0.228
222,15,0.333
222,16,0.7
222,17,2.708
222,18,1.352
222,19,0.228
222,20,0.329
222,21,0.25
222,22,0.264
222,23,0.311
222,24,0.258
222,25,0.243
222,26,0.321
222,27,0.261
222,28,0.242
222,29,0.339
222,30,0.231
222,31,0.296
222,32,0.35
222,33,0.298
222,34,0.347
222,35,0.303
222,36,0.25
222,37,0.266
222,38,0.412
222,39,1.464
222,40,0.564
222,41,1.186
222,42,0.812
222,43,1.463
222,44,1.341
222,45,2.117
222,46,0.745
222,47,0.621
222,48,1.05
223,1,1.155
223,2,0.538
223,3,0.254
223,4,0.3
223,5,0.25
223,6,0.255
223,7,0.291
223,8,0.246
223,9,0.229
223,10,0.304
223,11,0.23
223,12,0.255
223,13,0.293
223,14,0.21
223,15,0.303
223,16,0.235
223,17,0.233
223,18,0.282
223,19,4.432
223,20,0.521
223,21,0.409
223,22,0.24
223,23,0.229
223,24,0.301
223,25,0.202
223,26,0.271
223,27,0.256
223,28,0.216
223,29,0.291
223,30,0.227
223,31,0.243
223,32,0.293
223,33,0.243
223,34,0.235
223,35,0.289
223,36,0.232
223,37,0.255
223,38,0.293
223,39,0.245
223,40,0.423
223,41,0.424
223,42,0.591
223,43,1.68
223,44,0.302
223,45,0.364
223,46,0.399
223,47,0.317
223,48,0.376
224,1,0.367
224,2,0.35
224,3,0.379
224,4,0.373
224,5,0.31
224,6,0.43
224,7,0.326
224,8,0.353
224,9,0.418
224,10,0.31
224,11,0.404
224,12,0.354
224,13,0.343
224,14,0.385
224,15,0.354
224,16,0.327
224,17,0.406
224,18,1.481
224,19,5.406
224,20,0.723
224,21,0.891
224,22,0.433
224,23,0.313
224,24,0.369
224,25,0.377
224,26,0.303
224,27,0.416
224,28,0.322
224,29,0.336
224,30,0.408
224,31,0.318
224,32,0.351
224,33,0.369
224,34,0.339
224,35,0.34
224,36,0.381
224,37,0.304
224,38,0.386
224,39,0.352
224,40,0.304
224,41,0.434
224,42,0.308
224,43,0.347
224,44,0.392
224,45,0.327
224,46,0.356
224,47,0.378
224,48,0.34
225,1,0.348
225,2,0.394
225,3,0.302
225,4,0.394
225,5,0.347
225,6,0.32
225,7,0.408
225,8,0.321
225,9,0.345
225,10,0.4
225,11,0.346
225,12,0.313
225,13,0.416
225,14,0.316
225,15,0.339
225,16,0.399
225,17,0.304
225,18,0.37
225,19,0.357
225,20,0.334
225,21,0.341
225,22,0.373
225,23,0.308
225,24,0.353
225,25,0.361
225,26,0.289
225,27,0.402
225,28,0.32
225,29,0.331
225,30,0.384
225,31,0.329
225,32,0.314
225,33,0.391
225,34,0.329
225,35,0.31
225,36,0.412
225,37,0.295
225,38,0.362
225,39,0.371
225,40,0.32
225,41,0.375
225,42,0.346
225,43,0.336
225,44,0.363
225,45,0.359
225,46,0.296
225,47,0.401
225,48,0.322
226,1,0.316
226,2,0.416
