213,1,0.149
213,2,0.043
213,3,0.116
213,4,0.127
213,5,0.049
213,6,0.134
213,7,0.078
213,8,0.096
213,9,0.144
213,10,0.044
213,11,0.111
213,12,0.109
213,13,0.074
213,14,0.15
213,15,0.041
213,16,0.112
213,17,0.121
213,18,0.052
213,19,0.11
213,20,0.078
213,21,0.081
213,22,0.137
213,23,0.033
213,24,0.114
213,25,0.103
213,26,0.069
213,27,0.121
213,28,0.044
213,29,0.105
213,30,0.126
213,31,0.045
213,32,0.117
213,33,0.087
213,34,0.081
213,35,0.134
213,36,0.044
213,37,0.119
213,38,0.106
213,39,0.08
213,40,0.128
213,41,0.05
213,42,0.115
213,43,0.125
213,44,0.06
213,45,0.123
213,46,0.078
213,47,0.107
213,48,0.126
214,1,0.049
214,2,0.118
214,3,0.102
214,4,0.085
214,5,0.134
214,6,0.054
214,7,0.125
214,8,0.12
214,9,0.063
214,10,0.133
214,11,0.069
214,12,0.105
214,13,0.14
214,14,0.045
214,15,0.118
214,16,0.102
214,17,0.078
214,18,0.138
214,19,0.029
214,20,0.007
214,21,0.0
214,22,0.0
214,23,0.055
214,24,0.208
214,25,0.059
214,26,0.142
214,27,0.111
214,28,0.055
214,29,0.14
214,30,0.092
214,31,0.095
214,32,0.127
214,33,0.076
214,34,0.108
214,35,0.115
214,36,0.086
214,37,0.1
214,38,0.101
214,39,0.088
214,40,0.134
214,41,0.348
214,42,0.379
214,43,0.546
214,44,0.282
214,45,0.366
214,46,0.283
214,47,0.188
214,48,0.272
215,1,0.115
215,2,0.122
215,3,0.15
215,4,0.083
215,5,0.128
215,6,0.149
215,7,0.077
215,8,0.166
215,9,0.086
215,10,0.129
215,11,0.153
215,12,0.052
215,13,0.175
215,14,0.099
215,15,0.115
215,16,0.145
215,17,0.433
215,18,0.593
215,19,0.151
215,20,0.084
215,21,0.151
215,22,0.104
215,23,0.114
215,24,0.14
215,25,0.072
215,26,0.133
215,27,0.139
215,28,0.071
215,29,0.189
215,30,0.063
215,31,0.159
215,32,0.126
215,33,0.097
215,34,0.148
215,35,0.098
215,36,0.13
215,37,0.305
215,38,0.147
215,39,0.117
215,40,0.12
215,41,0.054
215,42,0.161
215,43,0.046
215,44,0.11
215,45,0.127
215,46,0.041
215,47,0.155
215,48,0.062
216,1,0.123
216,2,0.112
216,3,0.044
216,4,0.145
216,5,0.076
216,6,0.101
216,7,0.128
216,8,0.079
216,9,0.1
216,10,0.109
216,11,0.082
216,12,0.115
216,13,0.103
216,14,0.085
216,15,0.129
216,16,0.047
216,17,0.122
216,18,0.119
216,19,0.046
216,20,0.142
216,21,0.055
216,22,0.089
216,23,0.137
216,24,0.039
216,25,0.129
216,26,0.079
216,27,0.075
216,28,0.152
216,29,0.015
216,30,0.135
216,31,0.099
216,32,0.047
216,33,0.166
216,34,0.036
216,35,0.108
